SEGMENTID,PROJID,SSSTAT,SSTYPE,Location
2508446,RR086,Planned,"Drainage Line, Sewer Line (SWB), and Water Line Replacement",POINT (-90.10582690446354 30.00846410975402)
2500748,,Planned,Sewer Line Repair (SSERP),POINT (-90.13457333637058 29.94194658017403)
2559777,RR159,Planned,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.06564865306073 30.02100981397589)
2520087,RR130,Planned,Water Line Replacement (FEMA),POINT (-90.05149715514531 30.016674604461528)
2502807,RR302,Planned,Sewer Line Repair (SSERP),POINT (-90.10874021714625 29.948538557506385)
2513620,RR180,Planned,Water Line Replacement (SWB),POINT (-90.04804202398344 29.982308599047542)
2525842,RR005,Planned,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement (FEMA)",POINT (-90.08648403560323 29.98249148583311)
2508081,RR213,Planned,Sewer Line Repair (SSERP),POINT (-90.1123004590614 29.967505009814545)
2504593,RR185,Planned,Water Line Replacement (FEMA),POINT (-90.10368879996777 29.919087416564384)
9000086,RR135,Planned,Water Line Replacement (FEMA),POINT (-90.02783370622859 30.01981141903778)
2513809,RR029,Planned,Water Line Replacement (SWB),POINT (-90.03713503466656 29.992514165947487)
2502362,RR068,Planned,Sewer Line Replacement (ESSA),POINT (-90.08952607174636 29.9604893373876)
2507924,RR302,Planned,Sewer Line Repair (SSERP),POINT (-90.11666851446543 29.965530101801797)
2510186,,Planned,Sewer Line Repair (SSERP),POINT (-90.10723269587173 29.9599263363981)
2502337,RR068,Planned,Sewer Line Repair (SSERP),POINT (-90.09038509088118 29.958600948516022)
2507207,RR231,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.11627178378596 30.018340527442124)
2501272,RR307,Planned,Sewer Line Repair (SSERP),POINT (-90.118994712932 29.948677508358823)
2503905,RR214,Planned,Water Line Replacement (FEMA),POINT (-90.08719885905423 29.946233421913284)
2515565,RR110,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.01563748836148 29.970455280529762)
2510274,RR015,Planned,Water Line Replacement (FEMA),POINT (-90.10482311810439 29.963492451065946)
2507751,RR062,Planned,Sewer Line Replacement (SSERP),POINT (-90.1284044032812 29.965169079629018)
2522520,RR315,Planned,Sewer Line Repair (SSERP),POINT (-89.97988423282241 30.05037178906451)
2509881,RR226,Planned,Water Line Replacement (FEMA),POINT (-90.106149824416 29.969451891888134)
2501290,DPW361,Planned,Sewer Line Replacement (SSERP),POINT (-90.1194433571134 29.94658349092939)
2507227,RR232,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.1213283921704 30.00796727903452)
2519148,DPW348,Planned,Sewer Line Repair (SSERP),POINT (-90.07052799372042 29.98105792288082)
2501379,RR307,Planned,Sewer Line Repair (SSERP),POINT (-90.11835757962874 29.949485126393455)
2508774,RR076,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.08595824040559 30.02100632593523)
2500762,RR097,Planned,Water Line Replacement (FEMA),POINT (-90.12968958713351 29.951230354443396)
2511459,RR262,Planned,Sewer Line Repair (SSERP),POINT (-90.0768520884593 29.976263876752995)
2507856,RR210,Planned,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (SWB)",POINT (-90.12071557374057 29.968818416032818)
2520268,RR211,Planned,Water Line Replacement (FEMA),POINT (-90.04269480459519 30.018013201445935)
2502733,RR120,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.1119442029702 29.949682696614396)
2503234,RR214,Planned,Water Line Replacement (FEMA),POINT (-90.0969187160163 29.94465883531284)
2509122,RR040,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07061082955936 30.008947914714106)
2507996,RR079,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.10717570484823 30.021967605765965)
2501088,,Planned,Sewer Line Repair (SSERP),POINT (-90.12589979284455 29.939230357505444)
2508875,RR041,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07467700732403 30.018449535764113)
2502745,RR123,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.11001820092905 29.94934239186218)
2519635,NDR002B,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.06924343032776 30.01886265800802)
2507902,RR213,Planned,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement",POINT (-90.11619710342033 29.97305320809077)
2505973,RR068,Planned,Water Line Replacement (FEMA),POINT (-90.06951791734255 29.92955427010098)
2500771,DPW024,Planned,Sewer Line Repair (SSERP),POINT (-90.12865714098668 29.948419963241886)
2507794,RR062,Planned,Sewer Line Repair (SSERP),POINT (-90.12514286166078 29.96186059893967)
2513345,RR029,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.03874313875484 29.985688830191638)
2500302,RR116,Planned,Sewer Line Repair (SSERP),POINT (-90.12316577734309 29.95254428937529)
2508082,,Planned,Sewer Line Repair (SSERP),POINT (-90.11278881655754 29.966346262565015)
2502106,RR212,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.10517603847467 29.954245837517956)
2500667,RR116,Planned,Sewer Line Replacement (SSERP),POINT (-90.12240671442217 29.95192680126792)
2522682,,Planned,Sewer Line Repair (SSERP),POINT (-89.97665201010098 30.053175614387442)
2520495,RR061,Planned,"Drainage Line, Sewer Line Repair (ESSA), and Water Line Replacement (FEMA)",POINT (-90.03569183141019 30.012936965748086)
2508102,RR067,Planned,Sewer Line Replacement (SSERP),POINT (-90.12232731321791 29.964495060134556)
2513473,RR180,,Water Line Replacement (SWB),POINT (-90.05592715214101 29.980817584780365)
2521871,RR230,Planned,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.05580996036603 29.986442343619153)
2500777,DPW024,Planned,Sewer Line Repair (SSERP),POINT (-90.12997120882218 29.9468464303687)
2500681,RR116,Planned,"Drainage Line, Sewer Line Repair (SSERP), and Water Line Replacement",POINT (-90.12089054377844 29.954007003421804)
2511376,RR261,Planned,Sewer Line Repair (SSERP),POINT (-90.08426948634786 29.975415999730444)
2511252,RR068,Planned,Sewer Line Repair (SSERP),POINT (-90.07794833667444 29.963777546976157)
2512040,RR264,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.0729750616206 29.963500701839653)
2503329,RR185,Planned,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.1084618089113 29.9335041058428)
2501211,,Planned,Sewer Line Repair (SSERP),POINT (-90.12795334898159 29.933015467449522)
2515476,RR225,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.0130307456164 29.964870447200205)
2509148,RR091,Planned,"Drainage Line, Sewer Line (SWB), and Water Line Replacement (FEMA)",POINT (-90.10632448046121 29.999913358328882)
2507167,RR232,Planned,"Drainage Line, Sewer Line Repair (SSERP), and Water Line Replacement (SWB)",POINT (-90.11936128776453 30.01604172554904)
2515039,RR047,Planned,Water Line Replacement (FEMA),POINT (-90.03123078898389 29.979531404493603)
2500727,RR307,Planned,Sewer Line Repair (SSERP),POINT (-90.13560069383705 29.949941027266384)
2520559,RR314,Planned,Sewer Line Repair (SSERP),POINT (-90.0190943515899 30.03372858498948)
2517249,RR224,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.00600579514105 29.975196767469345)
2513876,RR312,Planned,Water Line Replacement (SWB),POINT (-90.04483469158434 29.98771936570783)
2500542,RR116,Planned,Sewer Line Repair (SSERP),POINT (-90.11328564957729 29.956211180089074)
2508805,RR044,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.07784150840342 30.008049883882666)
2509065,RR301,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.074541266881 30.02260275656518)
2521104,RR230,Planned,Water Line Replacement (FEMA),POINT (-90.06536596620673 29.986870093432007)
2500585,RR216,Planned,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement",POINT (-90.13051642951683 29.940839487794552)
2502086,RR212,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.10468353073678 29.954904028123487)
2512000,DPW623,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.06547111878696 29.958814468786088)
2560379,,Planned,Sewer Line Repair (SSERP),POINT (-90.06600890887658 29.978036793163444)
2512815,RR315,Planned,Sewer Line Repair (ESSA),POINT (-89.91067430360422 30.041167371636565)
2523775,,Planned,Water Line Replacement (SWB),POINT (-90.02996423397762 29.982349347541398)
2501273,,Planned,Sewer Line Repair (SSERP),POINT (-90.11830551761558 29.948860551467952)
2523181,RR315,Planned,Sewer Line Repair (SSERP),POINT (-89.94246706955357 30.067475368764175)
2501932,RR116,Planned,Sewer Line Repair (SSERP),POINT (-90.11195030039465 29.957769698179124)
2513655,RR029,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.03567790953979 29.99273513727302)
2507360,RR084,Planned,Water Line Replacement (FEMA),POINT (-90.11341838529339 30.0070791258204)
2518907,RR230,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.05314254749442 29.988101407880123)
2508203,RR018,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.11289585735159 29.96149228672239)
2501828,RR120,Planned,Sewer Line Repair (SSERP),POINT (-90.1119969813145 29.950218308381782)
2503771,TM011,Planned,Water Line Replacement (SWB WLM Project),POINT (-90.09404470003118 29.942596570855134)
2514303,RR228,Planned,Water Line Replacement (FEMA),POINT (-90.04897964732143 29.974106131466346)
2508036,RR062,Planned,Sewer Line Replacement (SSERP),POINT (-90.11602411250072 29.968963770732813)
2501127,,Planned,Sewer Line Repair (SSERP),POINT (-90.1309435915791 29.93422757879194)
2501086,,Planned,Sewer Line Repair (SSERP),POINT (-90.12527611054905 29.94002175207062)
2521713,RR230,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.05420437860624 29.98703428168096)
2500836,RR307,Planned,Sewer Line Repair (SSERP),POINT (-90.1306132187025 29.940100042884616)
2501267,RR116,Planned,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.11853125945731 29.95143154227617)
2517285,RR224,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.00686516496333 29.971464675955417)
2513915,RR028,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.03575647374039 29.98775546569942)
2519369,RR227,Planned,"Drainage Line, Sewer Line (SWB), and Water Line Replacement (FEMA)",POINT (-90.06936601512565 30.022474459545307)
2527096,RR314,Planned,Sewer Line Repair (SSERP),POINT (-90.01203065887707 30.032534499633694)
2561869,,Planned,Sewer Line Repair (ESSA),POINT (-90.04558266322964 29.97001127363215)
2501057,RR307,Planned,Sewer Line Repair (SSERP),POINT (-90.12020743874695 29.946448413218327)
2501289,DPW361,Planned,Sewer Line Repair (SSERP),POINT (-90.12007582651128 29.945776907661628)
2500374,RR097,Planned,Sewer Line Replacement (SSERP),POINT (-90.12904971788072 29.954670675701845)
2507848,RR210,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.12188571293545 29.964905431660696)
2502757,RR123,Planned,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement (FEMA)",POINT (-90.1124525927311 29.945705464259763)
2504425,RR184,Planned,"Drainage Line, Sewer Line (SWB), and Water Line Replacement (SWB)",POINT (-90.10898347877273 29.922790895664022)
2513961,RR180,Planned,Sewer Line Replacement (SWB)/Water Line Replacement (SWB),POINT (-90.05597154253384 29.97419326427229)
2520732,RR056,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.04591081190729 30.00327337954475)
2522420,RR136,Planned,"Drainage Line, Sewer Line (SWB), and Water Line Replacement (FEMA)",POINT (-89.99265903688668 30.0202294459462)
2514280,DPW549,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.05128473327161 29.97244167119623)
2517265,RR224,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.0078999803237 29.971260254634988)
2506912,,Planned,Sewer Line Repair (SSERP),POINT (-90.07808361015373 29.97636247275653)
2508396,RR220,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.09500396021622 30.023259302594635)
2514863,RR229,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.03375878193174 29.974561693245384)
2508927,RR045,Planned,"Drainage Line, Sewer Line Replacement (SWB), and Water Line Replacement (FEMA)",POINT (-90.08097415049394 30.00220620292697)
2507615,RR062,Planned,Sewer Line Replacement (ESSA),POINT (-90.12460460032786 29.97526879638638)
2511389,RR068,Planned,Water Line Replacement (FEMA),POINT (-90.0839472181594 29.9659061303971)
2500373,RR307,Planned,Sewer Line Repair (SSERP),POINT (-90.12983320071234 29.95463930782269)
2511887,RR206,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07280431854295 29.968752670028945)
2520120,RR130,Planned,Water Line Replacement (FEMA),POINT (-90.0496667469427 30.01626131589932)
2509273,RR091,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.10410016524229 30.001539299375036)
2507990,RR213,Planned,Sewer Line Replacement (SSERP),POINT (-90.11301080273829 29.97178351809635)
2513281,RR180,Planned,Sewer Line Repair (ESSA)/Water Line Replacement (SWB),POINT (-90.05523733691095 29.979331676150487)
9000056,RR220,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.08913797828188 30.025111190138542)
2513750,RR046,Planned,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.03573985477193 29.98110647213543)
2516992,RR225,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.00653765584185 29.962322846327837)
2526967,,Planned,Sewer Line Repair (SSERP),POINT (-89.97636197370473 30.051176074354544)
2502230,RR212,Planned,Sewer Line Repair (SSERP),POINT (-90.10228448182447 29.951636778294358)
2517293,RR224,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.00544847871227 29.974411955323305)
2508642,RR220,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09375168788203 30.02329064236741)
2530115,,Planned,Sewer Line Repair (SSERP),POINT (-90.09591467002915 29.95155844813636)
2520301,RR058,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.05475566887655 30.00670770557094)
2560249,,Planned,Sewer Line Repair (SSERP),POINT (-90.10535782531743 29.960466082916863)
2502172,RR015,Planned,Water Line Replacement (FEMA),POINT (-90.10208192859376 29.95660292560351)
2507911,RR062,Planned,Sewer Line Replacement (SSERP),POINT (-90.1175326353268 29.967556030408)
2506890,DPW145,Planned,Sewer Line Repair (SSERP),POINT (-90.09515433818007 29.97891930535281)
2510713,DPW458,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09201844777223 29.964480458852943)
2513860,RR180,,Water Line Replacement (SWB),POINT (-90.04701465104863 29.981351282078982)
2500670,RR098,Planned,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement (SWB)",POINT (-90.12184742391311 29.957861525505756)
2507847,RR210,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.12214740434422 29.965370003451163)
2501295,DPW361,Planned,Sewer Line Replacement (SSERP),POINT (-90.12459493336546 29.940193818427538)
2507943,RR213,Planned,Sewer Line Replacement (SSERP),POINT (-90.11390722927182 29.97447970605414)
2513754,,,Water Line Replacement (SWB),POINT (-90.03502659083131 29.983514102171096)
2507501,RR218,Planned,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement",POINT (-90.12618931927253 29.968640526385627)
2522534,RR139,Planned,Water Line Replacement (SWB),POINT (-89.99463072418426 30.020076831692375)
2521790,RR203,Planned,Water Line Replacement (FEMA)/Sewer Line Repair (SWB),POINT (-90.05280909125393 29.991693035489885)
2560179,RR061,Planned,Water Line Replacement (FEMA),POINT (-90.04198574625141 30.009920281401673)
2560633,DPW774,Planned,Water Line Replacement (FEMA),POINT (-90.02509172431495 30.027965131994105)
2530127,RR015,Planned,Sewer Line Repair (SSERP),POINT (-90.09500579904933 29.953750092924214)
2500643,RR205,Planned,Sewer Line Replacement (SSERP),POINT (-90.13371162321201 29.953832877403634)
2507875,,Planned,Sewer Line Repair (SSERP),POINT (-90.11909717260865 29.967502383675324)
2511384,RR068,Planned,Sewer Line Replacement (ESSA),POINT (-90.08459054734408 29.965177166024947)
2513322,RR230,Planned,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.0482146302918 29.990939325505355)
2503832,RR016,Planned,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.0893954229037 29.947909745181637)
2512651,RR187,Complete,Sewer Line Repair (SSERP),POINT (-89.9217836405628 30.038790966320896)
2512567,RR188,Complete,Sewer Line Replacement (SSERP),POINT (-89.933865053618 30.03792732173299)
2520499,RR061,Complete,Sewer Line Repair (SSERP),POINT (-90.03625750063985 30.012010349070373)
2512794,RR187,Complete,Sewer Line Repair (SSERP),POINT (-89.92493363785508 30.036601970182097)
2505957,DPW114,Complete,Sewer Line Repair (SSERP),POINT (-90.07145601867947 29.937767223414326)
2512252,,Complete,Sewer Line Repair (SSERP),POINT (-90.06311844467957 29.961453930352583)
2512022,DPW369,Complete,Sewer Line Repair (SSERP),POINT (-90.06571285808182 29.967285139275003)
2505286,DPW772,Complete,Sewer Line Repair (SSERP),POINT (-90.07537223972272 29.945075478096864)
2512775,RR188,Complete,Water Line Replacement (FEMA),POINT (-89.92612857795926 30.036097336531604)
2512568,RR187,Complete,Sewer Line Repair (SSERP),POINT (-89.93369689429807 30.03624276312308)
2512792,,Complete,Sewer Line Repair (SSERP),POINT (-89.92526939601082 30.038322217768204)
2502785,RR116,Complete,Sewer Line Replacement (SSERP),POINT (-90.1094799655771 29.94580562060973)
2509017,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10898749545198 29.97805990818032)
2509442,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10640193388379 29.977644936513425)
2509018,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10806117294916 29.977433140896622)
2509912,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10548371623598 29.977023689979788)
2509788,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10880206182789 29.976601209749624)
2506726,,Complete,Sewer Line Repair (SSERP),POINT (-90.12465235122806 29.9792314803295)
2524461,DPW348,Complete,Sewer Line Repair (SSERP),POINT (-90.07586537212673 29.990662548326426)
2511012,,Complete,Sewer Line Repair (SSERP),POINT (-90.08176944720519 29.98753164106823)
2510956,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.07860740594826 29.987276202997094)
2510972,,Complete,Sewer Line Repair (SSERP),POINT (-90.07640159447264 29.98719955828376)
2512282,RR165,Complete,Sewer Line Repair (SSERP),POINT (-90.07629556140986 29.99290880030799)
2512287,,Complete,Sewer Line Repair (SSERP),POINT (-90.0764204891899 29.990523486322733)
2510961,RR301,Complete,Sewer Line Repair (SSERP),POINT (-90.07686684749656 29.98761102848329)
2510927,RR301,Complete,Sewer Line Repair (SSERP),POINT (-90.07684828185371 29.99992021186621)
2510964,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07837725278154 29.98590132903172)
2507093,,Complete,Sewer Line Repair (SSERP),POINT (-90.07792980882539 29.998833802429864)
2511023,RR301,Complete,Sewer Line Repair (SSERP),POINT (-90.08094286719505 29.985988599110264)
2510758,DPW521,Complete,Sewer Line Repair (SSERP),POINT (-90.08258579707436 29.998552984110923)
2524013,DPW555,Complete,Sewer Line Repair (SSERP),POINT (-90.07341132563403 30.021746136841475)
2502125,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.08533810860926 29.957073359454952)
2521032,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07089245568297 29.987046018116857)
2521418,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07097413947885 29.988061885449035)
2523482,,Complete,Sewer Line Repair (SSERP),POINT (-90.07102691404607 29.989750774441003)
2521019,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07215529038378 29.987990376366863)
2524442,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07327270041907 29.986904373426594)
2511082,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07511209371316 29.986922237623194)
2521589,RR051,Complete,,POINT (-90.05232085142345 29.99554605961754)
2521583,RR215,Complete,Water Line Replacement (FEMA),POINT (-90.05901086904494 29.994384090947364)
2521627,RR053,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.05484753178695 29.99450721547858)
2521628,RR053,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.05451788994667 29.994004711135872)
2521797,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05119987214903 29.99601657106655)
2521657,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05148276827823 29.99680353848342)
2521684,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05126486604713 30.00000858030378)
2521682,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05133473570835 30.00080379390037)
2521739,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05114054744726 29.998418447511188)
2521680,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05139570876116 30.001612108149125)
2521747,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.0519250901053 29.994082862134512)
2521675,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05315456289411 29.998297674091283)
2521673,RR203,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.05343462617381 29.99908022744841)
2503284,SELA21,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.11128052872266 29.934723510046783)
2503323,RR310,Complete,Sewer Line Replacement (SSERP),POINT (-90.10839976045727 29.934713541394775)
2504087,SELA27,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09422132771182 29.934193101143457)
2504079,SELA27,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09435967165271 29.934141552757627)
2501717,DPW131,Complete,Sewer Line Repair (SSERP),POINT (-90.11635453165025 29.930859246199837)
2501499,RR309,Complete,Sewer Line Repair (SSERP),POINT (-90.1218123046581 29.930890201690396)
2504279,SELA27,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09249727842446 29.93064598783292)
2503819,SELA27,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09264608463363 29.930590211248646)
2513476,RR180,Complete,Sewer Line Repair (SSERP),POINT (-90.0538810172553 29.98297394937458)
2514410,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.0469326720462 29.96692133526162)
2514053,PWF082,Complete,Sewer Line Replacement (ESSA),POINT (-90.04717122243139 29.970390752377845)
2514256,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.04806943566709 29.96717901774897)
2514385,PWF082,Complete,Sewer Line Replacement (ESSA),POINT (-90.04844417610211 29.96955705989376)
2514301,RR180,Complete,Sewer Line Repair (SSERP),POINT (-90.04885963834693 29.975131578976566)
2514402,,Complete,Sewer Line Repair (SSERP),POINT (-90.04940127161615 29.96644762592098)
2514380,PWF082,Complete,Sewer Line Replacement (ESSA),POINT (-90.04938515855028 29.969766968841448)
2514259,RR020,Complete,Sewer Line Replacement (SSERP),POINT (-90.05004087141775 29.967627857632987)
2514388,,Complete,Sewer Line Repair (SSERP),POINT (-90.0505709853159 29.968920305770986)
2513837,RR168,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.04430399956662 29.984746308335076)
2513364,SELA20,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.05001088175592 29.985025462109217)
2513504,RR180,Complete,Sewer Line Repair (SSERP),POINT (-90.05111803987116 29.984672782009582)
2505182,DPW442,Complete,Sewer Line Repair (SSERP),POINT (-90.08391962139073 29.937971263802964)
2512244,DPW367,Complete,Sewer Line Repair (SSERP),POINT (-90.06420659567077 29.963463422132495)
2505683,DPW772,Complete,Sewer Line Repair (SSERP),POINT (-90.07202213076368 29.95085882877844)
2521342,DPW052,Complete,Sewer Line Replacement (SSERP),POINT (-90.05917318794329 30.00041365552222)
2521395,RR312,Complete,Sewer Line Replacement (SSERP),POINT (-90.06182020373708 30.000326260995166)
2521505,RR051,Complete,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement",POINT (-90.05429371945158 29.998626710203922)
2521491,RR215,Complete,Sewer Line Replacement (SSERP),POINT (-90.06053874084343 29.99860835733412)
2514649,DPW046,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.0379639382796 29.97526349603111)
2523795,,Complete,Sewer Line Repair (SSERP),POINT (-90.00880623688802 29.96523997811086)
2517238,DPW130,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.00712861006969 29.969830243286978)
2515503,RR104,Complete,Water Line Replacement (SWB),POINT (-90.00848199443708 29.976035539759387)
2517321,RR306,Complete,Sewer Line Repair (SSERP),POINT (-90.00604485724752 29.963353661216786)
2505463,RR022,Complete,Sewer Line Repair (SSERP),POINT (-90.07755298483269 29.938735513734876)
2505277,RR022,Complete,Sewer Line Repair (SSERP),POINT (-90.07704088828844 29.939427548225634)
2504005,RR214,Complete,Sewer Line Repair (SSERP),POINT (-90.08743589165763 29.93974013111077)
2505108,RR214,Complete,Sewer Line Repair (SSERP),POINT (-90.08493073476872 29.941490322620552)
2505098,RR214,Complete,Sewer Line Repair (SSERP),POINT (-90.08425697959731 29.942637495795267)
2517280,RR103,Complete,Sewer Line Repair (SSERP),POINT (-90.00571075460776 29.97277700612381)
2515231,RR108,Complete,Sewer Line Repair (SSERP),POINT (-90.01374101073623 29.975010496002447)
2515462,RR108,Complete,Sewer Line Repair (SSERP),POINT (-90.01734787312148 29.975827813183592)
2515432,PWF080,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.0201867113646 29.976475869315564)
2510757,DPW445,Complete,Water Line Replacement (FEMA),POINT (-90.08204289374798 29.999049205572835)
2512430,DPW445,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.08188287334177 29.99706700313979)
2525205,RR042,Complete,Water Line Replacement (SWB),POINT (-90.08212788805551 30.000133262214543)
2505164,DPW077,Complete,Sewer Line Repair (SSERP),POINT (-90.06802760414679 29.950689422333838)
2505346,RR022,Complete,Sewer Line Repair (SSERP),POINT (-90.08469672772561 29.93236102538208)
2517231,RR103,Complete,Sewer Line Repair (SSERP),POINT (-90.0028410639183 29.974626816506007)
2513853,RR180,Complete,Sewer Line Repair (SSERP),POINT (-90.04757355975097 29.982846839641088)
2505595,DPW716,Complete,Sewer Line Repair (SSERP),POINT (-90.06625192254396 29.944690509278594)
2520983,RR312,Complete,Sewer Line Repair (SSERP),POINT (-90.06331216523836 29.992079511668575)
2501311,RR308,Complete,Sewer Line Repair (SSERP),POINT (-90.12026171455022 29.93828493734102)
2513955,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.05849326635092 29.972848528802693)
2511932,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.06916337518004 29.964990033346023)
2520063,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05474965867433 30.01258825724397)
2501580,DPW672,Complete,Sewer Line Replacement (ESSA),POINT (-90.11848156474055 29.93470947754957)
2504876,,Complete,Sewer Line Repair (SSERP),POINT (-90.09247268183 29.92293270679795)
2505162,RR311,Complete,Sewer Line Repair (SSERP),POINT (-90.0855133895005 29.930305910217328)
2500472,DPW050,Complete,,POINT (-90.11505533712075 29.960981622180118)
