SEGMENTID,PROJID,SSSTAT,SSTYPE,Location
2510107,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.1038936270114 29.966298428426523)
2509929,DPW363,Complete,Water Line Replacement (FEMA),POINT (-90.10391892941416 29.97260895444475)
2510076,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10483487514131 29.96916392952506)
2510103,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10496194433651 29.966780436709097)
2509887,LAH0047306,Complete,Sewer Line Repair (SSERP),POINT (-90.10540445945058 29.96859611962572)
2509885,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.1054987256503 29.968501844716496)
2509712,DPW363,Complete,Water Line Replacement (FEMA),POINT (-90.10505162460855 29.97337205796367)
2509797,DPW363,Complete,Sewer Line Repair (SSERP),POINT (-90.10689269803136 29.974622772177653)
2509799,DPW363,Complete,Sewer Line Repair (SSERP),POINT (-90.10696439444756 29.97454030391753)
2510038,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10164669615688 29.97243419264635)
2509795,DPW363,Complete,Water Line Replacement (FEMA),POINT (-90.10780788683404 29.97524338465702)
2509784,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10841875442031 29.97290013681917)
2509767,DPW363,Complete,Sewer Line Repair (SSERP),POINT (-90.1087251232333 29.97586688262421)
2509782,RR125,Complete,Sewer Line Replacement (ESSA),POINT (-90.10933618208077 29.973519714509187)
2514155,,Complete,Sewer Line Repair (SSERP),POINT (-90.06021078890205 29.96585289867797)
2524200,DPW385,Complete,Sewer Line Repair (SSERP),POINT (-90.06225805131047 29.965651216914704)
2513714,DPW662,Complete,Sewer Line Repair (SSERP),POINT (-90.05650255438671 29.96607879695597)
2513720,DPW662,Complete,Sewer Line Repair (SSERP),POINT (-90.05642022117415 29.965093200253758)
2514165,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.05900120726861 29.96493697057069)
2514423,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.06015189896378 29.965026496756437)
2524081,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.0613654212873 29.965032242059117)
2514350,DPW662,Complete,Sewer Line Repair (SSERP),POINT (-90.05633907908411 29.964108509568437)
2514429,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.0577922940245 29.964019834423883)
2514425,DPW668,Complete,Sewer Line Repair (SSERP),POINT (-90.05913226587383 29.96426776416061)
2524083,DPW668,Complete,Sewer Line Repair (SSERP),POINT (-90.05958422960425 29.963766404751652)
2514352,DPW662,Complete,Sewer Line Repair (SSERP),POINT (-90.05626145714398 29.963125342837426)
2514431,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.0577146761669 29.963033350289955)
2524084,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.05867400254087 29.963137052265004)
2514363,DPW662,Complete,Sewer Line Repair (SSERP),POINT (-90.05618989685918 29.962206698265387)
2524085,,Complete,Sewer Line Repair (SSERP),POINT (-90.05781897172669 29.96229173138432)
2514432,,Complete,Sewer Line Repair (SSERP),POINT (-90.05709434535487 29.96257695992248)
2514430,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.05717269602872 29.96356404594463)
2514168,DPW668,Complete,Sewer Line Repair (SSERP),POINT (-90.05724932749584 29.964547873131746)
2514428,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.05807388633771 29.963506121495435)
2514427,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.05884026028961 29.96377214826788)
2514424,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.05974894084439 29.964398212623916)
2513427,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.06149384296108 29.96568260174031)
2513420,DPW385,Complete,Sewer Line Repair (SSERP),POINT (-90.06169718048658 29.966183566324354)
2513075,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06093529127831 29.974911332867162)
2513940,,Complete,Sewer Line Repair (SSERP),POINT (-90.05741661437472 29.97410550654495)
2513742,RR004,Complete,Water Line Replacement (SWB),POINT (-90.05971707610044 29.973962834770038)
2513089,RR004,Complete,Water Line Replacement (SWB),POINT (-90.061986265658 29.973825100198646)
2513969,,Complete,Sewer Line Repair (SSERP),POINT (-90.05733638177347 29.9730899497418)
2513930,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.05842659124436 29.972005738555364)
2514095,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06069218793367 29.971871261364587)
2513096,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06182386585515 29.97180134779217)
2513087,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.06298870788376 29.971729943938445)
2514109,RR305,Complete,Sewer Line Repair (SSERP),POINT (-90.05717409050148 29.971065579082463)
2513391,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.06290966074876 29.970715087624022)
2514169,RR305,Complete,Sewer Line Repair (SSERP),POINT (-90.05709317811049 29.970043666689644)
2514137,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.05826517202581 29.969974066129794)
2514139,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.05818986718154 29.969032618870905)
2514179,,Complete,Sewer Line Repair (SSERP),POINT (-90.05671508411434 29.96914378789099)
2514151,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.05810555307734 29.967961477697624)
2513388,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06309893967833 29.967991623781796)
2513411,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06292799747595 29.9674889995648)
2513712,DPW662,Complete,Sewer Line Repair (SSERP),POINT (-90.05658763520441 29.96706216081929)
2514153,,Complete,Sewer Line Repair (SSERP),POINT (-90.0602897095241 29.966836618673597)
2514152,,Complete,Sewer Line Repair (SSERP),POINT (-90.05747939513768 29.967501508322016)
2514150,RTA01,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.05756028352253 29.96849690781841)
2513931,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.0578012524827 29.971536938701153)
2513929,RR004,Complete,Water Line Replacement (SWB),POINT (-90.05788196325825 29.972545940394493)
2514087,,Complete,Sewer Line Repair (SSERP),POINT (-90.05796291845786 29.97356013722818)
2514158,DPW385,Complete,Sewer Line Repair (SSERP),POINT (-90.058553565624 29.966447490585793)
2514136,,Complete,Sewer Line Repair (SSERP),POINT (-90.05863074347414 29.967431179170806)
2514124,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.05879020712719 29.96942909860786)
2514094,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.0590331832655 29.972479366272193)
2514126,RTA01,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.05984003324279 29.968344702654772)
2513426,DPW385,Complete,Sewer Line Repair (SSERP),POINT (-90.06081573982627 29.966309706141487)
2513424,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.06089405823616 29.967293207050176)
2513091,,Complete,Sewer Line Repair (SSERP),POINT (-90.06135462905607 29.973014758092635)
2513353,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06146046679285 29.974368999987963)
2513400,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06212286657836 29.968214502780583)
2513409,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.0633849854632 29.967018606347906)
2511596,RR183,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.0742075471218 29.965802439066653)
2502127,RR068,Complete,Water Line Replacement (FEMA),POINT (-90.08625376195832 29.956044634405)
2502565,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.08248122443189 29.955769214415053)
2502576,,Complete,Sewer Line Repair (SSERP),POINT (-90.08287258797488 29.954499891129533)
2511517,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07507846552605 29.97486123349264)
2511866,RR305,Complete,Sewer Line Repair (SSERP),POINT (-90.07016933496023 29.972490953005977)
2511804,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07281050032286 29.971891929073223)
2511865,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07088104316946 29.971693964048256)
2511264,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.0721004596254 29.971091570368692)
2511882,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07305703470242 29.97082333695859)
2511816,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.07077066786562 29.97024610368082)
2511896,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07069981264273 29.96953508617123)
2511884,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07286091728473 29.9694747903264)
2511576,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07445195982591 29.96926865857656)
2511921,,Complete,Sewer Line Repair (SSERP),POINT (-90.069283191661 29.96894616689818)
2511820,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07057503632787 29.968889418290612)
2511821,RR183,Complete,Water Line Replacement (FEMA),POINT (-90.07003487777963 29.968801660074003)
2511578,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.0751800873493 29.96845325654698)
2511580,RR183,Complete,Water Line Replacement (FEMA),POINT (-90.07430837043673 29.96785509226484)
2506266,RR183,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.07561886566461 29.96638800593389)
2511867,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06937632773561 29.97259261374291)
2511800,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07183222315913 29.972989511624192)
2511579,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07436225645327 29.968581938794667)
2511587,RR183,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.07497953128073 29.96631735136831)
2511525,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07488087342529 29.972721464805552)
2511583,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07585448564834 29.966915312106842)
2520791,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.06395675002229 29.983893476805125)
2521436,RR004,Complete,Sewer Line Replacement (ESSA),POINT (-90.06512294238743 29.983828897683484)
2521450,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06886098307359 29.98360114674659)
2520931,,Complete,Sewer Line Repair (SSERP),POINT (-90.063439944253 29.982908724640875)
2520929,RR263,Complete,Sewer Line Repair (SSERP),POINT (-90.06387235370559 29.982882190777165)
2521148,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.0650457420566 29.982817964517366)
2521150,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06496391557265 29.981804002925983)
2521071,RR004,Complete,Sewer Line Repair (SSERP),POINT (-90.06732107073354 29.98166130865958)
2519060,RR004,Complete,Sewer Line Repair (SSERP),POINT (-90.06742573122797 29.98064087878005)
2521137,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06862280811855 29.980564780484695)
2521197,RR263,Complete,Sewer Line Repair (SSERP),POINT (-90.06363058493224 29.979849414463832)
2521193,RR004,Complete,Sewer Line Replacement (SSERP)/Water Line Replacement (FEMA),POINT (-90.06480129426348 29.979775382515534)
2519059,RR004,Complete,Sewer Line Repair (SSERP),POINT (-90.06735549464416 29.97962474003768)
2521180,RR004,Complete,Sewer Line Repair (SSERP),POINT (-90.06715064751829 29.9796348028498)
2521138,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06854372997462 29.97955035439544)
2521209,RR263,Complete,Sewer Line Repair (SSERP),POINT (-90.06355312832743 29.97883509662434)
2520925,RR004,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.06471925243235 29.97876148343125)
2519058,RR004,Complete,Sewer Line Repair (SSERP),POINT (-90.06728377033203 29.97860844238338)
2521195,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06527977953922 29.977964814447958)
2521460,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06587217552187 29.977298654901027)
2521462,RR004,Complete,Sewer Line Replacement (SSERP),POINT (-90.06559162714963 29.97603613835441)
2521198,RR004,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.06309832767191 29.980390439278768)
2521576,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06393540370699 29.976257866073023)
2521478,RR004,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.06401505285058 29.977267040063232)
2521208,DPW129,Complete,Sewer Line Repair (SSERP),POINT (-90.06417503216262 29.979308571451334)
2521461,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06508331971024 29.97739648513243)
2520924,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.06534150962145 29.97923470083612)
2521147,RR004,Complete,Sewer Line Replacement (SSERP),POINT (-90.06566561755119 29.983288321248413)
2521141,RR263,Complete,Sewer Line Repair (SSERP),POINT (-90.0668434819978 29.983220292507543)
2521179,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.06798666741302 29.980094489655485)
2521846,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.05825039426126 29.984246522570345)
2521845,RR004,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.05886182784334 29.984714921808063)
2521836,RR263,Complete,Sewer Line Repair (SSERP),POINT (-90.06121532200918 29.985594807773953)
2523389,,Complete,Sewer Line Repair (SSERP),POINT (-90.07164761290139 29.98944776073506)
2521014,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07159537506776 29.988531773265517)
2511076,,Complete,Sewer Line Repair (SSERP),POINT (-90.07435239314573 29.986909343885085)
2520741,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.07027186751978 29.986576244248866)
2521025,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07143476519012 29.98650279212852)
2519155,,Complete,Sewer Line Repair (SSERP),POINT (-90.0728107150767 29.986420299673526)
2521027,RR004,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.07135455594992 29.98548991000423)
2520744,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06972917393352 29.987115526915037)
2520742,RR004,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.07081289973159 29.98603304666803)
2510220,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09001605999691 29.965208477681134)
2510726,RR124,Complete,Sewer Line Repair (ESSA),POINT (-90.09075720246274 29.96437363100779)
2510654,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.0975039621813 29.964123697858142)
2510731,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09006377334609 29.963905689499022)
2510690,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.09392923527004 29.963841399619824)
2510658,RR125,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.09647126243732 29.963652989005958)
2509463,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.0984564515556 29.963045882709448)
2510686,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09478047953723 29.962883064820222)
2510660,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.09742471932225 29.96257754863285)
2510719,RR125,Complete,Sewer Line Replacement (ESSA),POINT (-90.09212920324957 29.962836797797014)
2510663,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.09669311047459 29.96224206988092)
2510684,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.09573645521671 29.96180977545873)
2510692,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09478211413673 29.961373249640626)
2502339,DPW076,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08942326594382 29.95970275221747)
2510725,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Replacement (ESSA),POINT (-90.09016030607728 29.963163979921895)
2502334,DPW076,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.09075333431969 29.960309186706212)
2510720,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.0912406679099 29.962561661798258)
2510691,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.09320894344637 29.96389350222224)
2506457,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09366149056403 29.960089893151707)
2510693,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.0938183801984 29.961701934626802)
2510687,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09383263148959 29.9631915194642)
2510681,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09405259656978 29.964463417559664)
2510685,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09477215305347 29.962139204315623)
2510536,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.09556403142163 29.965485962721566)
2510667,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.0957465432416 29.96104391028752)
2510664,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.0957309112652 29.96257556363126)
2509464,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09745429558279 29.963361852475256)
2509466,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09754394236256 29.96185950397661)
2509465,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09842750215144 29.962260387224987)
2510341,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09947512545823 29.96274581338404)
2510146,LAH0047306,Complete,Sewer Line Repair (SSERP),POINT (-90.09999442414346 29.96613208757259)
2502422,,Complete,Sewer Line Repair (SSERP),POINT (-90.08119841252905 29.955958366756157)
2521467,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.06563973441334 29.975526546278992)
2521475,RR004,Complete,Sewer Line Replacement (SSERP),POINT (-90.06441523989433 29.97489608742665)
2512580,,Complete,Sewer Line Repair (SSERP),POINT (-90.06589650138172 29.97212548177925)
2513308,DPW348,Complete,Sewer Line Repair (SSERP),POINT (-90.06492371366421 29.97161364541644)
2512582,DPW435,Complete,Sewer Line Repair (SSERP),POINT (-90.06524503943643 29.971473466568405)
2513356,DPW435,Complete,Sewer Line Repair (SSERP),POINT (-90.0658411536369 29.97079810035556)
